Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response,Consumer disputed
1330465,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,CT,06071,Web,04/14/2015,04/15/2015,"Credit Information Bureau, Inc.",Closed with explanation,Yes,
1329772,Payday loan,,Received a loan I didn't apply for,,MS,38826,Web,04/14/2015,04/16/2015,"Enova International, Inc.",Closed with explanation,Yes,
1329771,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,CA,95051,Web,04/14/2015,04/14/2015,Equifax,Closed with non-monetary relief,Yes,
1329318,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,RI,02864,Web,04/14/2015,04/14/2015,"Bayview Loan Servicing, LLC",In progress,Yes,
1328968,Debt collection,Credit card,Communication tactics,Called after sent written cease of comm,NY,13037,Web,04/14/2015,04/14/2015,Citibank,Closed with non-monetary relief,Yes,
1328510,Credit reporting,,Incorrect information on credit report,Public record,WI,53965,Web,04/14/2015,04/14/2015,Equifax,Closed with non-monetary relief,Yes,
1329311,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,NH,03868,Web,04/14/2015,04/14/2015,Arbor Residential Mortgage LLC,In progress,Yes,
1329764,Consumer loan,Vehicle loan,Managing the loan or lease,,IL,60431,Web,04/14/2015,04/14/2015,Ally Financial Inc.,In progress,Yes,
1329633,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,94550,Web,04/14/2015,04/14/2015,Equifax,In progress,Yes,
1329761,Credit reporting,,Credit monitoring or identity protection,Billing dispute,CA,92196,Web,04/14/2015,04/14/2015,TransUnion,Closed with explanation,Yes,
1330019,Bank account or service,Savings account,"Account opening, closing, or management",,VA,23322,Web,04/14/2015,04/14/2015,Navy FCU,In progress,Yes,
1329859,Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,OH,44139,Web,04/14/2015,04/14/2015,"Admin Recovery, LLC",Closed with explanation,Yes,Yes
1329835,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,23220,Web,04/14/2015,04/14/2015,"Debt Recovery Solutions, LLC",Closed with explanation,Yes,
1329821,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,14127,Web,04/14/2015,04/15/2015,Transworld Systems Inc.,In progress,Yes,
1329784,Credit card,,Balance transfer,,PA,19468,Web,04/14/2015,04/14/2015,Wells Fargo,Closed with explanation,Yes,Yes
1330018,Money transfers,International money transfer,Fraud or scam,,VA,23323,Web,04/14/2015,04/14/2015,Xoom,Closed with explanation,Yes,Yes
1329908,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,GA,30062,Web,04/14/2015,04/14/2015,"Stallings Financial Group, Inc.",Closed with explanation,Yes,
1329903,Bank account or service,Checking account,"Account opening, closing, or management",,NJ,08054,Phone,04/14/2015,04/14/2015,Wells Fargo,Closed with explanation,Yes,Yes
1329879,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,78737,Web,04/14/2015,04/14/2015,Statebridge Company,Closed with explanation,Yes,
1330006,Credit reporting,,Incorrect information on credit report,Information is not mine,,00767,Web,04/14/2015,04/14/2015,TransUnion,Closed with non-monetary relief,Yes,
1329916,Credit reporting,,Incorrect information on credit report,Information is not mine,GA,30529,Web,04/14/2015,04/14/2015,TransUnion,Closed with non-monetary relief,Yes,
1330447,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,AZ,85224,Web,04/14/2015,04/14/2015,Wells Fargo,Closed with explanation,Yes,
1330265,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,MD,21202,Web,04/14/2015,04/14/2015,Wells Fargo,Closed with explanation,Yes,
1330150,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,FL,33776,Phone,04/14/2015,04/16/2015,"Premium Asset Services, LLC",In progress,Yes,
1330129,Bank account or service,Other bank product/service,Deposits and withdrawals,,NY,11358,Web,04/14/2015,04/14/2015,Astoria Bank,Closed with explanation,Yes,
1330046,Bank account or service,Checking account,"Account opening, closing, or management",,CA,90078,Phone,04/14/2015,04/14/2015,Wells Fargo,Closed with explanation,Yes,
1330124,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,34950,Web,04/14/2015,04/14/2015,Flagstar Bank,In progress,Yes,
1330055,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,33810,Web,04/14/2015,04/14/2015,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,Yes
1330247,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,VA,23005,Web,04/14/2015,04/14/2015,"Rauch-Milliken International, Inc.",Closed,Yes,
1330200,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,VA,22307,Web,04/14/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1330180,Consumer loan,Vehicle lease,Managing the loan or lease,,FL,33592,Web,04/14/2015,04/14/2015,Toyota Motor Credit Corporation,Closed with explanation,Yes,Yes
1330222,Consumer loan,Vehicle loan,Managing the loan or lease,,CA,90045,Web,04/14/2015,04/14/2015,Toyota Motor Credit Corporation,Closed with explanation,Yes,
1330209,Credit reporting,,Credit reporting company's investigation,Investigation took too long,GA,30043,Web,04/14/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1330217,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,TX,78159,Web,04/14/2015,04/14/2015,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1330434,Credit reporting,,Incorrect information on credit report,Account status,OR,97211,Web,04/14/2015,04/14/2015,TransUnion,Closed with explanation,Yes,
1330317,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,GA,30016,Web,04/14/2015,04/16/2015,"United Collection Bureau, Inc.",Closed with explanation,Yes,
1330300,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,NJ,08520,Web,04/14/2015,04/14/2015,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,Yes
1330292,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,NY,11005,Postal mail,04/14/2015,04/16/2015,Transworld Systems Inc.,In progress,Yes,
1330433,Credit reporting,,Incorrect information on credit report,Account status,OR,97211,Web,04/14/2015,04/14/2015,Equifax,In progress,Yes,
1330365,Money transfers,International money transfer,Other transaction issues,,MA,02338,Phone,04/14/2015,04/16/2015,MoneyGram,In progress,Yes,
1330415,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,FL,32226,Web,04/14/2015,04/14/2015,Equifax,In progress,Yes,
1330402,Student loan,Non-federal student loan,Can't repay my loan,,GA,30215,Web,04/14/2015,04/14/2015,ACS Education Services,Closed with explanation,Yes,
1330522,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NV,89408,Web,04/14/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1330506,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,IL,62244,Web,04/14/2015,04/16/2015,Springleaf Finance Corporation,In progress,Yes,
1330470,Consumer loan,Vehicle loan,Managing the loan or lease,,IN,47712,Web,04/14/2015,04/15/2015,Ally Financial Inc.,In progress,Yes,
1330501,Student loan,Non-federal student loan,Can't repay my loan,,IL,60526,Web,04/14/2015,04/15/2015,JPMorgan Chase,Closed with explanation,Yes,
1330491,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,CO,80831,Web,04/14/2015,04/15/2015,Flagstar Bank,In progress,Yes,
1330498,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,FL,33193,Web,04/14/2015,04/16/2015,"Bayview Loan Servicing, LLC",Closed with explanation,Yes,
1328454,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,AZ,85022,Web,04/14/2015,04/14/2015,Ocwen,Closed with explanation,Yes,
1328463,Consumer loan,Installment loan,Managing the loan or lease,,OK,73056,Phone,04/14/2015,04/16/2015,"Camelot Financial Services, Inc.",Closed with explanation,Yes,
1332144,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33313,Web,04/14/2015,04/15/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1328656,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,TX,77095,Web,04/14/2015,04/14/2015,"ResidentCollect, Inc.",Closed with explanation,Yes,
1328946,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,PA,17036,Postal mail,04/14/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1328652,Credit reporting,,Incorrect information on credit report,Account status,CO,80302,Web,04/14/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1328545,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,WA,98597,Web,04/14/2015,04/14/2015,Servatus Corporation,Closed with explanation,Yes,
1328531,Bank account or service,Other bank product/service,"Account opening, closing, or management",,WA,98607,Web,04/14/2015,04/14/2015,U.S. Bancorp,Closed with explanation,Yes,Yes
1328530,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,90406,Referral,04/14/2015,04/15/2015,HSBC,Closed with explanation,Yes,Yes
1328926,Debt collection,Federal student loan,Disclosure verification of debt,Not given enough info to verify debt,NM,87124,Phone,04/14/2015,04/16/2015,Transworld Systems Inc.,In progress,Yes,
1333721,Credit reporting,,Credit reporting company's investigation,Investigation took too long,NJ,07834,Web,04/14/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1333943,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,NY,11788,Web,04/14/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1334129,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91786,Web,04/14/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1328661,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,MO,63125,Web,04/14/2015,04/14/2015,R & B Corporation of Virginia,Closed,Yes,
1328702,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MD,21220,Web,04/14/2015,04/14/2015,"FAIR COLLECTIONS & OUTSOURCING, INC.",Closed with explanation,Yes,Yes
1328883,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,MS,39305,Web,04/14/2015,04/14/2015,Equifax,Closed with non-monetary relief,Yes,
1328769,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11691,Web,04/14/2015,04/14/2015,Equifax,In progress,Yes,
1328687,Bank account or service,Savings account,"Account opening, closing, or management",,NY,11218,Phone,04/14/2015,04/15/2015,TD Bank,Closed with explanation,Yes,
1328750,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,95116,Web,04/14/2015,04/14/2015,Collection Bureau of America Ltd.,In progress,Yes,
1328734,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,CA,91730,Web,04/14/2015,04/14/2015,"Designed Receivable Solultions, Inc.",Closed with explanation,Yes,
1328877,Credit reporting,,Incorrect information on credit report,Information is not mine,VA,22663,Web,04/14/2015,04/14/2015,Equifax,Closed with non-monetary relief,Yes,
1328783,Bank account or service,Checking account,Problems caused by my funds being low,,NH,03447,Web,04/14/2015,04/14/2015,TD Bank,Closed with explanation,Yes,
1328866,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,PA,15531,Web,04/14/2015,04/14/2015,"Debt Recovery Solutions, LLC",Closed with explanation,Yes,
1328814,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NJ,08401,Phone,04/14/2015,04/15/2015,Wells Fargo,Closed with explanation,Yes,
1328805,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,92024,Web,04/14/2015,04/14/2015,"California Business Bureau, Inc.",Closed,Yes,
1329089,Credit reporting,,Incorrect information on credit report,Account terms,TX,78660,Web,04/14/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1329085,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CO,80549,Web,04/14/2015,04/14/2015,Ocwen,Closed with explanation,Yes,
1328991,Bank account or service,Checking account,Problems caused by my funds being low,,GA,30312,Referral,04/14/2015,04/15/2015,Wells Fargo,Closed with explanation,Yes,
1329164,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,CT,,Web,04/14/2015,04/14/2015,Equifax,In progress,Yes,
1329105,Debt collection,,Communication tactics,Frequent or repeated calls,TX,75241,Web,04/14/2015,04/14/2015,GM Financial,Closed with non-monetary relief,Yes,
1329166,Debt collection,,Communication tactics,Frequent or repeated calls,OH,44883,Postal mail,04/14/2015,04/17/2015,"Mercantile Adjustment Bureau, LLC",Closed with explanation,Yes,
1329082,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91308,Web,04/14/2015,04/16/2015,"Capital Management Services, LP",Closed with explanation,Yes,
1329011,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,79720,Web,04/14/2015,04/14/2015,M&S Recovery Solutions,Closed with explanation,Yes,
1329004,Consumer loan,Vehicle loan,Taking out the loan or lease,,WA,98133,Web,04/14/2015,04/14/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1329063,Credit reporting,,Incorrect information on credit report,Information is not mine,,99337,Web,04/14/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1329062,Credit reporting,,Incorrect information on credit report,Information is not mine,,99337,Web,04/14/2015,04/14/2015,TransUnion,Closed with explanation,Yes,
1329267,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,95206,Web,04/14/2015,04/14/2015,Equifax,In progress,Yes,
1329288,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,OH,43410,Web,04/14/2015,04/14/2015,"Finance System of Toledo, Inc.",Closed with explanation,Yes,Yes
1329229,Bank account or service,Checking account,"Account opening, closing, or management",,CA,92886,Referral,04/14/2015,04/16/2015,Wells Fargo,Closed with explanation,Yes,
1329185,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,GA,30362,Web,04/14/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1329231,Credit card,,Other,,OR,97415,Referral,04/14/2015,04/16/2015,Wells Fargo,Closed with explanation,Yes,
1329210,Bank account or service,Checking account,Deposits and withdrawals,,DC,20007,Web,04/14/2015,04/14/2015,Ally Financial Inc.,In progress,Yes,
1329200,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,FL,33179,Postal mail,04/14/2015,04/16/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1329281,Debt collection,Payday loan,Disclosure verification of debt,Not given enough info to verify debt,MI,48051,Web,04/14/2015,04/14/2015,"Aargon Agency, Inc.",Closed,Yes,
1329631,Credit reporting,,Incorrect information on credit report,Public record,IL,60181,Web,04/14/2015,04/14/2015,TransUnion,Closed with explanation,Yes,
1329384,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,PA,18977,Web,04/14/2015,04/14/2015,"Vengroff Williams, Inc",Closed with explanation,Yes,
1329624,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,OH,45002,Web,04/14/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1329340,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,GA,30144,Web,04/14/2015,04/14/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
1329370,Credit reporting,,Incorrect information on credit report,Account status,PA,18201,Web,04/14/2015,04/14/2015,Equifax,Closed with explanation,Yes,Yes
1329325,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,WA,98362,Web,04/14/2015,04/17/2015,Ocwen,Closed with explanation,Yes,
1329321,Consumer loan,Vehicle loan,Taking out the loan or lease,,MI,48532,Phone,04/14/2015,04/15/2015,Ally Financial Inc.,In progress,Yes,
1329359,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,FL,32607,Web,04/14/2015,04/14/2015,Equifax,In progress,Yes,
1329357,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,32256,Web,04/14/2015,04/14/2015,Statebridge Company,Closed with explanation,Yes,
1327188,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,ME,04343,Referral,04/13/2015,04/15/2015,Bank of America,In progress,Yes,
1327074,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NC,28803,Web,04/13/2015,04/13/2015,Penn Credit Corporation,Closed with explanation,Yes,
1327157,Student loan,Non-federal student loan,Can't repay my loan,,NC,27616,Web,04/13/2015,04/15/2015,"National Enterprise Systems, Inc.",Closed with explanation,Yes,
1326715,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CA,92657,Web,04/13/2015,04/13/2015,Experian,Closed with explanation,Yes,
1329171,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,LA,70658,Web,04/13/2015,04/14/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1327067,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,PA,17109,Web,04/13/2015,04/13/2015,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
1327069,Bank account or service,Checking account,"Account opening, closing, or management",,CA,95036,Web,04/13/2015,04/13/2015,Santander Bank US,In progress,Yes,
1329292,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,MO,63108,Web,04/13/2015,04/14/2015,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,
1327063,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,TX,79109,Web,04/13/2015,04/13/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1327059,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,VA,22407,Web,04/13/2015,04/13/2015,"The Nguyen Law Firm, PLC",Closed with explanation,Yes,
1329707,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,86406,Web,04/13/2015,04/14/2015,Navient,In progress,Yes,
1329632,Debt collection,Medical,Communication tactics,Called outside of 8am-9pm,OH,45065,Web,04/13/2015,04/14/2015,Senex Services Corp.,Closed with explanation,Yes,
1329692,Credit reporting,,Credit reporting company's investigation,Investigation took too long,TX,78247,Web,04/13/2015,04/14/2015,Equifax,Closed with explanation,Yes,Yes
1329669,Debt collection,Medical,Improper contact or sharing of info,Contacted employer after asked not to,WA,98371,Web,04/13/2015,04/14/2015,"Evergreen Professional Recoveries, Inc.",Closed with explanation,Yes,
1329690,Credit reporting,,Credit reporting company's investigation,Investigation took too long,TX,78247,Web,04/13/2015,04/14/2015,Experian,In progress,Yes,
1329686,Credit reporting,,Incorrect information on credit report,Public record,CA,93727,Web,04/13/2015,04/14/2015,TransUnion,Closed with explanation,Yes,
1329724,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33060,Web,04/13/2015,04/14/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1329719,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,TX,77388,Web,04/13/2015,04/14/2015,Experian,Closed with non-monetary relief,Yes,
1329718,Debt collection,Medical,Taking/threatening an illegal action,Seized/Attempted to seize property,MT,59912,Web,04/13/2015,04/14/2015,"Collection Bureau Services, Inc.",Closed with explanation,Yes,
1329745,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,93727,Web,04/13/2015,04/14/2015,"Credit Protection Association, L.P.",Closed with non-monetary relief,Yes,
1329735,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,94585,Web,04/13/2015,04/14/2015,Equifax,Closed with explanation,Yes,
1329744,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,TX,76180,Web,04/13/2015,04/14/2015,Amerisave,Closed with explanation,Yes,
1329743,Debt collection,,Communication tactics,Frequent or repeated calls,ID,83404,Web,04/13/2015,04/17/2015,Action Collection Service,Closed,Yes,
1327117,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,GA,30022,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,
1327075,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,OH,45002,Web,04/13/2015,04/14/2015,TransUnion,Closed with explanation,Yes,
1326685,Credit reporting,,Incorrect information on credit report,Account status,FL,34219,Web,04/13/2015,04/15/2015,Equifax,In progress,Yes,
1326575,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,FL,32311,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,Yes
1326563,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75605,Fax,04/13/2015,04/15/2015,Equifax,Closed with explanation,Yes,
1327232,Debt collection,Non-federal student loan,Communication tactics,Called after sent written cease of comm,ME,04294,Web,04/13/2015,04/13/2015,"National Enterprise Systems, Inc.",Closed with explanation,Yes,
1326649,Credit reporting,,Incorrect information on credit report,Account status,IL,60612,Postal mail,04/13/2015,04/15/2015,Equifax,In progress,Yes,
1327230,Consumer loan,Vehicle loan,Managing the loan or lease,,MI,48374,Phone,04/13/2015,04/13/2015,Ally Financial Inc.,In progress,Yes,
1327223,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NV,89507,Postal mail,04/13/2015,04/15/2015,"AmerAssist A/R Solutions, Inc.",In progress,Yes,
1327576,Bank account or service,Checking account,"Account opening, closing, or management",,OH,44224,Web,04/13/2015,04/13/2015,New York Community Bank,Closed with explanation,Yes,
1327233,Debt collection,Non-federal student loan,Communication tactics,Called after sent written cease of comm,ME,04294,Web,04/13/2015,04/13/2015,Navient,In progress,Yes,
1326540,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,GA,30276,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,Yes
1327563,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,OH,45449,Web,04/13/2015,04/15/2015,U.S. Bancorp,Closed with explanation,Yes,
1327340,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,75035,Web,04/13/2015,04/13/2015,Citibank,Closed with explanation,Yes,
1327323,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,95826,Referral,04/13/2015,04/15/2015,Residential Credit Solutions,Closed with explanation,Yes,
1327241,Debt collection,,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,CA,92563,Web,04/13/2015,04/13/2015,"The CMI Group, Inc.",Closed with non-monetary relief,Yes,
1327536,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,75215,Referral,04/13/2015,04/15/2015,Swe Homes LP,Closed with monetary relief,Yes,Yes
1327347,Bank account or service,Checking account,"Account opening, closing, or management",,WA,98201,Referral,04/13/2015,04/15/2015,Wells Fargo,Closed with explanation,Yes,
1327344,Bank account or service,Checking account,Problems caused by my funds being low,,NY,10994,Referral,04/13/2015,04/15/2015,First Niagara Bank,Closed with monetary relief,Yes,
1327504,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NY,11040,Web,04/13/2015,04/13/2015,Wells Fargo,Closed with explanation,Yes,
1327382,Consumer loan,Personal line of credit,Managing the line of credit,,RI,02842,Referral,04/13/2015,04/15/2015,Santander Bank US,In progress,Yes,
1327369,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,34135,Web,04/13/2015,04/13/2015,Experian,Closed with non-monetary relief,Yes,
1327488,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,75227,Web,04/13/2015,04/16/2015,"ProCollect, Inc",Closed with explanation,Yes,
1327386,Consumer loan,Installment loan,Managing the loan or lease,,VA,22202,Web,04/13/2015,04/15/2015,Springleaf Finance Corporation,In progress,Yes,
1327463,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,75077,Web,04/13/2015,04/13/2015,Ally Financial Inc.,In progress,Yes,
1327401,Credit reporting,,Incorrect information on credit report,Information is not mine,IL,60169,Web,04/13/2015,04/13/2015,First Advantage Corporation,Closed with explanation,Yes,
1328445,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33331,Web,04/13/2015,04/13/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1328079,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,OH,45223,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,
1327652,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,LA,71302,Phone,04/13/2015,04/14/2015,Wells Fargo,Closed with explanation,Yes,
1327786,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,77020,Web,04/13/2015,04/13/2015,Experian,In progress,Yes,
1327628,Other financial service,Money order,Fraud or scam,,DC,20002,Referral,04/13/2015,04/15/2015,MoneyGram,Closed with explanation,Yes,
1327767,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,MD,20716,Web,04/13/2015,04/15/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1327679,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,24179,Web,04/13/2015,04/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1327678,Credit reporting,,Incorrect information on credit report,Information is not mine,IL,60623,Web,04/13/2015,04/13/2015,Experian,In progress,Yes,
1327762,Debt collection,Auto,Communication tactics,Used obscene/profane/abusive language,OH,44125,Web,04/13/2015,04/15/2015,Consumer Portfolio Services,Closed with explanation,Yes,Yes
1327693,Bank account or service,Checking account,Deposits and withdrawals,,NJ,08204,Referral,04/13/2015,04/15/2015,Navy FCU,In progress,Yes,
1327734,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,VA,23455,Web,04/13/2015,04/13/2015,"Enova International, Inc.",Closed with explanation,Yes,
1327727,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,FL,33618,Web,04/13/2015,04/13/2015,Bank of America,In progress,Yes,
1327731,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,94550,Web,04/13/2015,04/13/2015,Experian,Closed with explanation,Yes,
1328078,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,TN,37217,Phone,04/13/2015,04/14/2015,Citibank,Closed with explanation,Yes,
1327874,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NM,88047,Web,04/13/2015,04/13/2015,Equifax,Closed with explanation,Yes,
1327820,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,94087,Web,04/13/2015,04/13/2015,Experian,Closed with non-monetary relief,Yes,
1327871,Debt collection,Non-federal student loan,Taking/threatening an illegal action,Sued w/o proper notification of suit,FL,33169,Phone,04/13/2015,04/14/2015,Citibank,Closed with explanation,Yes,
1327855,Credit card,,Payoff process,,OK,74137,Web,04/13/2015,04/13/2015,Amex,Closed with explanation,Yes,Yes
1327865,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OR,97009,Referral,04/13/2015,04/15/2015,"Credit Protection Association, L.P.",In progress,Yes,
1327864,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Phone,04/13/2015,04/14/2015,Citibank,Closed with non-monetary relief,Yes,
1328077,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,TN,37217,Phone,04/13/2015,04/15/2015,"Financial Recovery Services, Inc.",Closed with explanation,Yes,
1327984,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,KS,66607,Web,04/13/2015,04/16/2015,M&S Recovery Solutions,Closed with explanation,Yes,
